index,Spirochaetes,Bacteroidetes,Proteobacteria,unknownA,Fusobacteria,unknownB,Tenericutes,Firmicutes,Actinobacteria,Cyanobacteria,TM6,GN02,Chlamydiae,Thermi,Fibrobacteres,H-178,ZB3,Chlorobi,Lentisphaerae,Planctomycetes,Nitrospirae,WWE1,OP8,Verrucomicrobia,SAR406,FBP,Chloroflexi,Acidobacteria,WPS-2,Gemmatimonadetes,TM7,SBR1093,WS3,OP3,forward-absolute-filepath,reverse-absolute-filepath,animalID,animal-health,site,site-status,site-animal-health
SH15_03,46548.0,2213.0,19537.0,109.0,68.0,256.0,0.0,64.0,9.0,234.0,0.0,7.0,204.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/data/project_data/16S/pycno16S/SH15_03_R1.fq.gz,/data/project_data/16S/pycno16S/SH15_03_R2.fq.gz,pyc60,healthy,site_15,impacted,SH
SH15_04,47050.0,4656.0,22134.0,985.0,0.0,963.0,0.0,34.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/data/project_data/16S/pycno16S/SH15_04_R1.fq.gz,/data/project_data/16S/pycno16S/SH15_04_R2.fq.gz,pyc61,healthy,site_15,impacted,SH
SH15_05,38744.0,2632.0,16212.0,582.0,137.0,1413.0,0.0,0.0,32.0,182.0,0.0,21.0,51.0,0.0,42.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/data/project_data/16S/pycno16S/SH15_05_R1.fq.gz,/data/project_data/16S/pycno16S/SH15_05_R2.fq.gz,pyc62,healthy,site_15,impacted,SH
SH15_06,59301.0,7536.0,25835.0,2444.0,215.0,355.0,0.0,59.0,0.0,178.0,0.0,208.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,/data/project_data/16S/pycno16S/SH15_06_R1.fq.gz,/data/project_data/16S/pycno16S/SH15_06_R2.fq.gz,pyc63,healthy,site_15,impacted,SH
SH15_07,55626.0,5066.0,14861.0,3650.0,320.0,1214.0,0.0,269.0,54.0,76.0,3.0,85.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,/data/project_data/16S/pycno16S/SH15_07_R1.fq.gz,/data/project_data/16S/pycno16S/SH15_07_R2.fq.gz,pyc64,healthy,site_15,impacted,SH
SH15_08,29901.0,2247.0,23098.0,491.0,262.0,238.0,0.0,10.0,0.0,126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,11.0,54.0,0.0,0.0,3.0,0.0,0.0,0.0,32.0,17.0,0.0,0.0,0.0,0.0,0.0,/data/project_data/16S/pycno16S/SH15_08_R1.fq.gz,/data/project_data/16S/pycno16S/SH15_08_R2.fq.gz,pyc65,healthy,site_15,impacted,SH
SH15_09,51150.0,2680.0,14066.0,1614.0,0.0,46.0,9.0,0.0,3.0,0.0,2.0,153.0,190.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/data/project_data/16S/pycno16S/SH15_09_R1.fq.gz,/data/project_data/16S/pycno16S/SH15_09_R2.fq.gz,pyc66,healthy,site_15,impacted,SH
SH15_10,59153.0,4284.0,12832.0,637.0,284.0,61.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/data/project_data/16S/pycno16S/SH15_10_R1.fq.gz,/data/project_data/16S/pycno16S/SH15_10_R2.fq.gz,pyc67,healthy,site_15,impacted,SH
SS08_01,35810.0,5237.0,23517.0,800.0,134.0,19.0,4808.0,1167.0,956.0,373.0,0.0,16.0,5.0,101.0,0.0,0.0,0.0,33.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,32.0,0.0,7.0,0.0,0.0,/data/project_data/16S/pycno16S/SS08_01_R1.fq.gz,/data/project_data/16S/pycno16S/SS08_01_R2.fq.gz,pyc68,sick,site_08,impacted,SS
SS08_02,7405.0,2041.0,39920.0,191.0,1192.0,229.0,0.0,0.0,0.0,660.0,0.0,0.0,167.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/data/project_data/16S/pycno16S/SS08_02_R1.fq.gz,/data/project_data/16S/pycno16S/SS08_02_R2.fq.gz,pyc69,sick,site_08,impacted,SS
SS12_03,1409.0,1187.0,39496.0,126.0,2880.0,9.0,0.0,555.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/data/project_data/16S/pycno16S/SS12_03_R1.fq.gz,/data/project_data/16S/pycno16S/SS12_03_R2.fq.gz,pyc70,sick,site_12,impacted,SS
SS12_04,5305.0,6124.0,20893.0,183.0,1448.0,14.0,2.0,1955.0,12.0,142.0,80.0,109.0,0.0,0.0,29.0,78.0,0.0,88.0,12.0,57.0,0.0,229.0,58.0,53.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,/data/project_data/16S/pycno16S/SS12_04_R1.fq.gz,/data/project_data/16S/pycno16S/SS12_04_R2.fq.gz,pyc71,sick,site_12,impacted,SS
SS13_05,155.0,31270.0,3119.0,7.0,184.0,21.0,0.0,2261.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/data/project_data/16S/pycno16S/SS13_05_R1.fq.gz,/data/project_data/16S/pycno16S/SS13_05_R2.fq.gz,pyc72,sick,site_13,impacted,SS
SS13_06,203.0,35783.0,2964.0,2.0,649.0,13.0,54.0,4203.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/data/project_data/16S/pycno16S/SS13_06_R1.fq.gz,/data/project_data/16S/pycno16S/SS13_06_R2.fq.gz,pyc73,sick,site_13,impacted,SS
SS13_07,774.0,32181.0,8982.0,16.0,668.0,12.0,16.0,2325.0,0.0,1751.0,0.0,5.0,0.0,0.0,0.0,255.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/data/project_data/16S/pycno16S/SS13_07_R1.fq.gz,/data/project_data/16S/pycno16S/SS13_07_R2.fq.gz,pyc74,sick,site_13,impacted,SS
SS13_08,271.0,28129.0,7932.0,12.0,1406.0,11.0,59.0,4247.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,185.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/data/project_data/16S/pycno16S/SS13_08_R1.fq.gz,/data/project_data/16S/pycno16S/SS13_08_R2.fq.gz,pyc75,sick,site_13,impacted,SS
SS14_09,6417.0,1646.0,1038.0,0.0,196.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/data/project_data/16S/pycno16S/SS14_09_R1.fq.gz,/data/project_data/16S/pycno16S/SS14_09_R2.fq.gz,pyc76,sick,site_14,impacted,SS
SS14_10,9018.0,16041.0,21656.0,348.0,6937.0,0.0,0.0,545.0,0.0,289.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/data/project_data/16S/pycno16S/SS14_10_R1.fq.gz,/data/project_data/16S/pycno16S/SS14_10_R2.fq.gz,pyc77,sick,site_14,impacted,SS
SS15_01,2515.0,137.0,33701.0,0.0,3248.0,0.0,0.0,0.0,0.0,6.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/data/project_data/16S/pycno16S/SS15_01_R1.fq.gz,/data/project_data/16S/pycno16S/SS15_01_R2.fq.gz,pyc78,sick,site_15,impacted,SS
SS15_02,1471.0,1512.0,39623.0,318.0,1628.0,0.0,0.0,341.0,0.0,197.0,0.0,4.0,17.0,0.0,0.0,0.0,0.0,22.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,/data/project_data/16S/pycno16S/SS15_02_R1.fq.gz,/data/project_data/16S/pycno16S/SS15_02_R2.fq.gz,pyc79,sick,site_15,impacted,SS
SS15_03,350.0,386.0,6785.0,0.0,6314.0,0.0,0.0,17.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/data/project_data/16S/pycno16S/SS15_03_R1.fq.gz,/data/project_data/16S/pycno16S/SS15_03_R2.fq.gz,pyc80,sick,site_15,impacted,SS
SS15_04,27770.0,2406.0,39211.0,251.0,1307.0,61.0,0.0,65.0,0.0,69.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/data/project_data/16S/pycno16S/SS15_04_R1.fq.gz,/data/project_data/16S/pycno16S/SS15_04_R2.fq.gz,pyc81,sick,site_15,impacted,SS
SS15_05,291.0,16952.0,14546.0,0.0,20234.0,0.0,0.0,658.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/data/project_data/16S/pycno16S/SS15_05_R1.fq.gz,/data/project_data/16S/pycno16S/SS15_05_R2.fq.gz,pyc82,sick,site_15,impacted,SS
SS15_06,12069.0,1302.0,46310.0,217.0,387.0,37.0,0.0,7.0,0.0,0.0,0.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/data/project_data/16S/pycno16S/SS15_06_R1.fq.gz,/data/project_data/16S/pycno16S/SS15_06_R2.fq.gz,pyc83,sick,site_15,impacted,SS
SS15_07,277.0,2256.0,14923.0,0.0,30396.0,0.0,0.0,255.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,/data/project_data/16S/pycno16S/SS15_07_R1.fq.gz,/data/project_data/16S/pycno16S/SS15_07_R2.fq.gz,pyc84,sick,site_15,impacted,SS
SS15_08,81.0,3832.0,11274.0,0.0,13279.0,4.0,0.0,186.0,0.0,137.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,/data/project_data/16S/pycno16S/SS15_08_R1.fq.gz,/data/project_data/16S/pycno16S/SS15_08_R2.fq.gz,pyc85,sick,site_15,impacted,SS
